team_member_id,role,groups,days online,posts,answers,edits to answers,followups,replies to followups
9415,student,,0,0,0,0,0,0
#N/A,student,,0,0,0,0,0,0
9119,student,,0,0,0,0,0,0
9120,student,,0,0,0,0,0,0
9028,student,,0,0,0,0,0,0
10240,student,,0,0,0,0,0,0
8890,student,,0,0,0,0,0,0
10345,student,,0,0,0,0,0,0
10346,student,,0,0,0,0,0,0
4683,student,,0,0,0,0,0,0
7755,student,,0,0,0,0,0,0
7639,student,,0,0,0,0,0,0
7744,student,,0,0,0,0,0,0
5936,student,,0,0,0,0,0,0
7803,student,,0,0,0,0,0,0
8359,student,,0,0,0,0,0,0
8296,student,,0,0,0,0,0,0
8258,student,,0,0,0,0,0,0
1791,student,,0,0,0,0,0,0
5243,student,,0,0,0,0,0,0
4681,student,,0,0,0,0,0,0
8471,student,,0,0,0,0,0,0
7754,student,,0,0,0,0,0,0
8252,student,,0,0,0,0,0,0
2426,student,,0,0,0,0,0,0
6023,student,,0,0,0,0,0,0
8320,student,,0,0,0,0,0,0
9708,student,,0,0,0,0,0,0
7415,student,,0,0,0,0,0,0
5324,student,,0,0,0,0,0,0
3916,student,,0,0,0,0,0,0
9453,student,,0,0,0,0,0,0
3760,student,,0,0,0,0,0,0
2979,student,,0,0,0,0,0,0
2978,student,,0,0,0,0,0,0
8828,student,,0,0,0,0,0,0
5027,student,,0,0,0,0,0,0
6276,student,,0,0,0,0,0,0
9208,student,,0,0,0,0,0,0
10283,student,,0,0,0,0,0,0
10156,student,,0,0,0,0,0,0
9027,student,,0,0,0,0,0,0
9118,student,,0,0,0,0,0,0
8435,student,,0,0,0,0,0,0
4136,student,,0,0,0,0,0,0
9416,student,,0,0,0,0,0,0
4618,student,,0,0,0,0,0,0
7543,student,,0,0,0,0,0,0
5719,student,,0,0,0,0,0,0
10364,student,,0,0,0,0,0,0
7743,student,,0,0,0,0,0,0
6184,student,,0,0,0,0,0,0
9252,student,,0,0,0,0,0,0
754,student,,0,0,0,0,0,0
6688,student,,0,0,0,0,0,0
6320,student,,0,0,0,0,0,0
9826,student,,0,0,0,0,0,0
10362,student,,0,0,0,0,0,0
5698,student,,0,0,0,0,0,0
#N/A,ta,,0,0,0,0,0,0
4760,student,,0,0,0,0,0,0
#N/A,student,,0,0,0,0,0,0
6302,student,,0,0,0,0,0,0
2626,student,,0,0,0,0,0,0
5899,student,,0,0,0,0,0,0
10195,student,,0,0,0,0,0,0
2499,student,,0,0,0,0,0,0
6752,student,,0,0,0,0,0,0
1764,student,,0,0,0,0,0,0
2650,student,,0,0,0,0,0,0
607,student,,0,0,0,0,0,0
2625,student,,0,0,0,0,0,0
#N/A,student,,0,0,0,0,0,0
6951,student,,0,0,0,0,0,0
#N/A,student,,0,0,0,0,0,0
9414,student,,0,0,0,0,0,0
7042,student,,0,0,0,0,0,0
4595,student,,0,0,0,0,0,0
5964,student,,0,0,0,0,0,0
8796,student,,0,0,0,0,0,0
6952,student,,0,0,0,0,0,0
8360,student,,0,0,0,0,0,0
1266,student,,0,0,0,0,0,0
308,student,,0,0,0,0,0,0
5700,student,,0,0,0,0,0,0
8794,student,,0,0,0,0,0,0
10194,student,,0,0,0,0,0,0
7187,student,,0,0,0,0,0,0
