team_member_id,role,groups,days online,posts,answers,edits to answers,followups,replies to followups
10598,student,,0,0,0,0,0,0
1848,student,,0,0,0,0,0,0
1847,student,,0,0,0,0,0,0
3950,student,,0,0,0,0,0,0
9302,student,,0,0,0,0,0,0
9787,student,,0,0,0,0,0,0
9788,student,,0,0,0,0,0,0
9303,student,,0,0,0,0,0,0
9785,student,,0,0,0,0,0,0
7808,student,,0,0,0,0,0,0
7980,student,,0,0,0,0,0,0
9703,student,,0,0,0,0,0,0
7287,student,,0,0,0,0,0,0
7288,student,,0,0,0,0,0,0
7286,student,,0,0,0,0,0,0
6578,student,,0,0,0,0,0,0
5688,student,,0,0,0,0,0,0
5184,student,,0,0,0,0,0,0
8463,student,,0,0,0,0,0,0
8540,student,,0,0,0,0,0,0
5919,student,,0,0,0,0,0,0
10505,student,,0,0,0,0,0,0
9759,student,,0,0,0,0,0,0
3704,student,,0,0,0,0,0,0
570,student,,0,0,0,0,0,0
6770,student,,0,0,0,0,0,0
6696,student,,0,0,0,0,0,0
6991,student,,0,0,0,0,0,0
10123,student,,0,0,0,0,0,0
10315,student,,0,0,0,0,0,0
3108,student,,0,0,0,0,0,0
9722,student,,0,0,0,0,0,0
4492,student,,0,0,0,0,0,0
4115,student,,0,0,0,0,0,0
6084,student,,0,0,0,0,0,0
5462,student,,0,0,0,0,0,0
5927,student,,0,0,0,0,0,0
4740,student,,0,0,0,0,0,0
9915,student,,0,0,0,0,0,0
9760,student,,0,0,0,0,0,0
4739,student,,0,0,0,0,0,0
10273,student,,0,0,0,0,0,0
3467,student,,0,0,0,0,0,0
7036,student,,0,0,0,0,0,0
7159,student,,0,0,0,0,0,0
6217,student,,0,0,0,0,0,0
9758,student,,0,0,0,0,0,0
1868,student,,0,0,0,0,0,0
4336,student,,0,0,0,0,0,0
9723,student,,0,0,0,0,0,0
6990,student,,0,0,0,0,0,0
10243,student,,0,0,0,0,0,0
4199,student,,0,0,0,0,0,0
4982,student,,0,0,0,0,0,0
4489,student,,0,0,0,0,0,0
7011,student,,0,0,0,0,0,0
9502,student,,0,0,0,0,0,0
8136,student,,0,0,0,0,0,0
5240,student,,0,0,0,0,0,0
8107,student,,0,0,0,0,0,0
6244,student,,0,0,0,0,0,0
5559,student,,0,0,0,0,0,0
7720,student,,0,0,0,0,0,0
6718,student,,0,0,0,0,0,0
6594,student,,0,0,0,0,0,0
8943,student,,0,0,0,0,0,0
3951,student,,0,0,0,0,0,0
3604,student,,0,0,0,0,0,0
6772,student,,0,0,0,0,0,0
6730,student,,0,0,0,0,0,0
2866,student,,0,0,0,0,0,0
9486,student,,0,0,0,0,0,0
6596,student,,0,0,0,0,0,0
6526,student,,0,0,0,0,0,0
8160,student,,0,0,0,0,0,0
5696,student,,0,0,0,0,0,0
1812,student,,0,0,0,0,0,0
6219,student,,0,0,0,0,0,0
10404,student,,0,0,0,0,0,0
956,student,,0,0,0,0,0,0
6083,student,,0,0,0,0,0,0
8932,student,,0,0,0,0,0,0
4198,student,,0,0,0,0,0,0
9304,student,,0,0,0,0,0,0
7929,student,,0,0,0,0,0,0
6574,student,,0,0,0,0,0,0
9012,student,,0,0,0,0,0,0
10521,student,,0,0,0,0,0,0
10524,student,,0,0,0,0,0,0
9185,student,,0,0,0,0,0,0
7611,student,,0,0,0,0,0,0
12,student,,0,0,0,0,0,0
8774,student,,0,0,0,0,0,0
8474,student,,0,0,0,0,0,0
3460,student,,0,0,0,0,0,0
1404,student,,0,0,0,0,0,0
9330,student,,0,0,0,0,0,0
7440,student,,0,0,0,0,0,0
10000,student,,0,0,0,0,0,0
4659,student,,0,0,0,0,0,0
7772,student,,0,0,0,0,0,0
1960,student,,0,0,0,0,0,0
5947,student,NB_Finalists,0,0,0,0,0,0
1076,student,,0,0,0,0,0,0
6288,student,,0,0,0,0,0,0
1867,student,,0,0,0,0,0,0
10152,student,,0,0,0,0,0,0
9238,student,,0,0,0,0,0,0
923,student,,0,0,0,0,0,0
5487,student,,0,0,0,0,0,0
9598,student,,0,0,0,0,0,0
995,student,,0,0,0,0,0,0
9916,student,,0,0,0,0,0,0
2106,student,,0,0,0,0,0,0
7108,student,,0,0,0,0,0,0
#N/A,student,,0,0,0,0,0,0
4200,student,,0,0,0,0,0,0
5476,student,,0,0,0,0,0,0
526,student,,0,0,0,0,0,0
7388,student,,0,0,0,0,0,0
5827,student,,0,0,0,0,0,0
10518,student,,0,0,0,0,0,0
2666,student,,0,0,0,0,0,0
4660,student,,0,0,0,0,0,0
732,student,,0,0,0,0,0,0
2107,student,,0,0,0,0,0,0
3564,student,,0,0,0,0,0,0
8884,student,,0,0,0,0,0,0
9609,student,,0,0,0,0,0,0
10522,student,,0,0,0,0,0,0
4847,student,,0,0,0,0,0,0
7439,student,,0,0,0,0,0,0
6575,student,,0,0,0,0,0,0
6003,student,,0,0,0,0,0,0
9822,student,,0,0,0,0,0,0
9239,student,,0,0,0,0,0,0
8963,student,,0,0,0,0,0,0
2058,student,,0,0,0,0,0,0
8888,student,,0,0,0,0,0,0
8344,student,,0,0,0,0,0,0
8746,student,,0,0,0,0,0,0
8380,student,,0,0,0,0,0,0
3920,student,,0,0,0,0,0,0
3482,student,,0,0,0,0,0,0
3468,student,,0,0,0,0,0,0
6167,student,,0,0,0,0,0,0
7087,student,,0,0,0,0,0,0
9487,student,,0,0,0,0,0,0
9332,student,,0,0,0,0,0,0
2144,student,,0,0,0,0,0,0
9931,student,,0,0,0,0,0,0
5550,student,,0,0,0,0,0,0
1036,student,,0,0,0,0,0,0
8871,student,,0,0,0,0,0,0
9007,student,,0,0,0,0,0,0
4956,student,,0,0,0,0,0,0
4269,student,,0,0,0,0,0,0
7010,student,,0,0,0,0,0,0
8135,student,,0,0,0,0,0,0
4463,student,,0,0,0,0,0,0
4496,student,,0,0,0,0,0,0
#N/A,student,,0,0,0,0,0,0
6672,student,,0,0,0,0,0,0
5267,student,,0,0,0,0,0,0
6242,student,,0,0,0,0,0,0
8816,student,,0,0,0,0,0,0
4502,student,,0,0,0,0,0,0
7012,student,,0,0,0,0,0,0
8964,student,,0,0,0,0,0,0
2118,student,,0,0,0,0,0,0
6599,student,,0,0,0,0,0,0
7654,student,,0,0,0,0,0,0
3612,student,,0,0,0,0,0,0
5557,student,,0,0,0,0,0,0
5836,student,,0,0,0,0,0,0
2134,student,,0,0,0,0,0,0
8775,student,,0,0,0,0,0,0
379,student,,0,0,0,0,0,0
2770,student,,0,0,0,0,0,0
10403,student,,0,0,0,0,0,0
1487,student,,0,0,0,0,0,0
7272,student,,0,0,0,0,0,0
5928,student,,0,0,0,0,0,0
1113,student,,0,0,0,0,0,0
9792,student,,0,0,0,0,0,0
10402,student,,0,0,0,0,0,0
6943,student,,0,0,0,0,0,0
4344,student,,0,0,0,0,0,0
8962,student,,0,0,0,0,0,0
8537,student,,0,0,0,0,0,0
9587,student,,0,0,0,0,0,0
8644,student,,0,0,0,0,0,0
9790,student,,0,0,0,0,0,0
3602,student,,0,0,0,0,0,0
8341,student,,0,0,0,0,0,0
8870,student,,0,0,0,0,0,0
8944,student,,0,0,0,0,0,0
3483,student,,0,0,0,0,0,0
1488,student,,0,0,0,0,0,0
380,student,,0,0,0,0,0,0
571,student,,0,0,0,0,0,0
10031,student,,0,0,0,0,0,0
9913,student,,0,0,0,0,0,0
527,student,,0,0,0,0,0,0
6768,student,,0,0,0,0,0,0
9724,student,,0,0,0,0,0,0
1231,student,,0,0,0,0,0,0
10151,student,,0,0,0,0,0,0
9108,student,,0,0,0,0,0,0
5796,student,,0,0,0,0,0,0
2528,student,,0,0,0,0,0,0
6719,student,,0,0,0,0,0,0
5920,student,,0,0,0,0,0,0
5694,student,,0,0,0,0,0,0
#N/A,student,,0,0,0,0,0,0
#N/A,student,,0,0,0,0,0,0
10002,student,,0,0,0,0,0,0
10003,student,,0,0,0,0,0,0
7103,student,,0,0,0,0,0,0
#N/A,student,,0,0,0,0,0,0
5926,student,,0,0,0,0,0,0
10063,student,,0,0,0,0,0,0
6562,student,,0,0,0,0,0,0
7732,student,,0,0,0,0,0,0
10632,student,,0,0,0,0,0,0
8641,student,,0,0,0,0,0,0
8776,student,,0,0,0,0,0,0
6771,student,,0,0,0,0,0,0
5551,student,,0,0,0,0,0,0
7655,student,,0,0,0,0,0,0
1995,student,,0,0,0,0,0,0
883,student,,0,0,0,0,0,0
6638,student,,0,0,0,0,0,0
7284,student,,0,0,0,0,0,0
10646,student,,0,0,0,0,0,0
6175,student,,0,0,0,0,0,0
9188,student,,0,0,0,0,0,0
2668,student,,0,0,0,0,0,0
5410,student,,0,0,0,0,0,0
10410,student,,0,0,0,0,0,0
7160,student,,0,0,0,0,0,0
378,student,,0,0,0,0,0,0
1075,student,,0,0,0,0,0,0
5192,student,,0,0,0,0,0,0
2948,student,,0,0,0,0,0,0
4969,student,,0,0,0,0,0,0
8572,student,,0,0,0,0,0,0
4335,student,,0,0,0,0,0,0
#N/A,student,,0,0,0,0,0,0
5835,student,,0,0,0,0,0,0
2964,student,,0,0,0,0,0,0
8814,student,,0,0,0,0,0,0
7828,student,,0,0,0,0,0,0
9930,student,,0,0,0,0,0,0
9187,student,,0,0,0,0,0,0
8857,student,,0,0,0,0,0,0
4516,student,,0,0,0,0,0,0
#N/A,student,,0,0,0,0,0,0
7387,student,,0,0,0,0,0,0
1866,student,,0,0,0,0,0,0
5624,student,,0,0,0,0,0,0
9821,student,,0,0,0,0,0,0
6639,student,,0,0,0,0,0,0
3534,student,,0,0,0,0,0,0
4658,student,,0,0,0,0,0,0
8120,student,,0,0,0,0,0,0
6795,student,,0,0,0,0,0,0
4334,student,,0,0,0,0,0,0
8112,student,,0,0,0,0,0,0
10631,student,,0,0,0,0,0,0
5183,student,,0,0,0,0,0,0
8745,student,,0,0,0,0,0,0
#N/A,student,,0,0,0,0,0,0
#N/A,student,,0,0,0,0,0,0
#N/A,student,,0,0,0,0,0,0
968,student,,0,0,0,0,0,0
8462,student,,0,0,0,0,0,0
9240,student,,0,0,0,0,0,0
8379,student,,0,0,0,0,0,0
9824,student,,0,0,0,0,0,0
5411,student,,0,0,0,0,0,0
7682,student,,0,0,0,0,0,0
7653,student,,0,0,0,0,0,0
8538,student,,0,0,0,0,0,0
8378,student,,0,0,0,0,0,0
8595,student,,0,0,0,0,0,0
4983,student,,0,0,0,0,0,0
4860,student,,0,0,0,0,0,0
2772,student,,0,0,0,0,0,0
1035,student,,0,0,0,0,0,0
2963,student,,0,0,0,0,0,0
7128,student,,0,0,0,0,0,0
#N/A,student,,0,0,0,0,0,0
9883,student,,0,0,0,0,0,0
8464,student,,0,0,0,0,0,0
9068,student,,0,0,0,0,0,0
8111,student,,0,0,0,0,0,0
1116,student,,0,0,0,0,0,0
9010,student,,0,0,0,0,0,0
6674,student,,0,0,0,0,0,0
4116,student,,0,0,0,0,0,0
3868,student,,0,0,0,0,0,0
5925,student,,0,0,0,0,0,0
5560,student,,0,0,0,0,0,0
4372,student,,0,0,0,0,0,0
2108,student,,0,0,0,0,0,0
10030,student,,0,0,0,0,0,0
10032,student,,0,0,0,0,0,0
10401,student,,0,0,0,0,0,0
4504,student,,0,0,0,0,0,0
10519,student,,0,0,0,0,0,0
6563,student,,0,0,0,0,0,0
8872,student,,0,0,0,0,0,0
5238,student,,0,0,0,0,0,0
4970,student,,0,0,0,0,0,0
2293,student,,0,0,0,0,0,0
8835,student,,30,0,0,0,0,0
6039,student,,34,16,0,0,6,0
2105,student,,115,2,0,0,5,5
2022,student,,168,51,14,3,29,66
23,student,,20,0,0,0,0,0
3611,student,,8,0,0,0,1,0
1930,student,,3,0,0,0,0,0
5623,student,,3,0,0,0,0,0
2411,student,,83,2,0,0,0,0
3466,student,,4,0,0,0,0,0
4077,student,,2,0,0,0,0,0
7256,student,,4,0,0,0,0,0
5355,student,,3,0,0,0,0,0
2816,student,,2,0,0,0,0,0
#N/A,student,,2,0,0,0,0,0
6073,student,,32,4,5,0,3,5
1957,student,,22,0,0,0,0,0
2218,student,NB_Finalists,108,8,1,0,12,7
8862,student,,9,0,0,0,0,0
10472,student,,14,1,1,0,1,0
2384,student,,9,0,0,0,0,1
10649,student,,10,0,0,0,0,0
3578,instructor,NB_Finalists,165,1,120,19,2,36
2353,student,,16,0,0,0,0,0
11,student,,42,0,0,0,0,0
9168,student,,1,0,0,0,0,0
1382,student,,3,0,0,0,0,0
7506,student,,3,0,0,0,0,0
2296,student,,4,0,0,0,0,0
9131,student,,8,1,0,0,0,4
5457,student,,1,0,0,0,0,0
3577,student,,57,0,0,0,0,0
8133,student,,22,0,0,0,0,0
7961,student,,1,0,0,0,0,0
1253,student,,1,0,0,0,0,0
1489,student,,7,0,0,0,0,0
3484,student,,146,4,2,0,4,10
2015,student,,7,0,0,0,0,0
1918,student,,4,0,0,0,0,0
9756,student,,4,0,0,0,0,0
6644,student,,2,0,0,0,0,0
